"","X.11_TP10_1","X11_TP10_2","X11_TP10_3","X11_TP11_1","X11_TP11_2","X11_TP11_3","X11_TP12_1","X11_TP12_2","X11_TP12_3","X11_TP14_1","X11_TP14_2","X11_TP14_3","X11_TP15_1","X11_TP15_2","X11_TP15_3","X11_TP16_1","X11_TP16_2","X11_TP16_3","X11_TP5_1","X11_TP5_2","X11_TP5_3","X11_TP6_1","X11_TP6_2","X11_TP6_3","X11_TP7_1","X11_TP7_2","X11_TP7_3","X11_TP9_1","X11_TP9_2","X11_TP9_3","X12_TP10_1","X12_TP10_2","X12_TP10_3","X12_TP11_1","X12_TP11_2","X12_TP11_3","X12_TP12_1","X12_TP12_2","X12_TP12_3","X12_TP14_1","X12_TP14_2","X12_TP14_3","X12_TP15_1","X12_TP15_2","X12_TP15_3","X12_TP16_1","X12_TP16_2","X12_TP16_3","X12_TP5_1","X12_TP5_2","X12_TP5_3","X12_TP6_1","X12_TP6_2","X12_TP6_3","X12_TP7_1","X12_TP7_2","X12_TP7_3","X12_TP9_1","X12_TP9_2","X12_TP9_3"
"Cre01.g004500.t1.2",18.873966217041,18.7197704315186,18.8007926940918,19.1945304870605,19.0231533050537,18.8558044433594,19.067892074585,19.117130279541,19.0016002655029,19.449821472168,19.0833759307861,18.96044921875,18.9504299163818,19.1372604370117,18.9606742858887,19.1390361785889,19.27610206604,18.769495010376,19.0784320831299,18.8608436584473,18.9054508209229,19.0919208526611,19.1584968566895,18.7939205169678,19.2105045318604,18.8762168884277,18.9387359619141,18.8287010192871,19.0043468475342,18.8134994506836,19.7362003326416,18.9188175201416,19.3770198822021,19.8071594238281,19.4424896240234,19.0976409912109,19.938045501709,19.3355350494385,20.2368965148926,19.5932445526123,19.907506942749,19.4806957244873,19.7467021942139,19.7719631195068,19.7635097503662,19.3638229370117,19.2672348022461,19.5611534118652,18.8347606658936,23.5549242328651,19.4715957641602,18.8270874023438,19.6314754486084,19.251371383667,19.7803993225098,19.5618801116943,19.9963754365524,19.1757736206055,19.2209072113037,19.5990886688232
"Cre01.g004900.t1.2",17.53586769104,17.5489533100278,17.67307472229,17.714916229248,17.7330247899104,17.6993427276611,17.7144638556123,17.6734199523926,17.810396194458,18.5306587219238,18.3427772521973,18.2179775238037,17.9822025299072,18.1449966430664,17.6723155975342,18.4576377868652,18.17942237854,18.1516513824463,0,0,0,17.4829807281494,17.6397647857666,17.5040683317759,17.8271198272705,17.8042316436768,17.7157211303711,17.7639747195476,18.2675552368164,17.4576377868652,0,0,0,0,0,0,18.031303191278,17.503080368042,18.3441219329834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6601066589355,17.6350169570243,17.6653213500977
"Cre01.g004950.t1.1",16.6257095336914,16.9289112091064,16.9664611816406,16.8452453613281,16.7855047426392,16.7178630828857,17.1456697500079,17.305456161499,16.8706302642822,17.4540252685547,17.4972438812256,17.0443096160889,0,0,0,17.2609558105469,17.3380393981934,17.3369585262422,0,0,0,16.6860618591309,17.2832870483398,16.6712093353271,17.3287792205811,17.2048568725586,16.8804683685303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4542026519775,16.5287939408502,16.5127258300781,0,0,0,0,0,0
"Cre01.g005050.t1.1",16.9832611083984,17.0795269012451,17.0185699462891,17.1845645904541,17.2716636657715,17.3699035644531,17.3796653747559,17.324743270874,17.3941440582275,17.627420425415,17.5544986724854,17.3505249023438,17.2976856231689,17.8630847930908,17.5257339477539,17.5979061126709,17.8194675445557,17.9130420684814,16.6930236816406,16.885124206543,16.578784942627,16.7000865936279,17.3166351318359,16.8544890641013,17.2342567443848,17.0830631256104,17.098258972168,17.067497253418,17.2129516601563,16.7087345123291,17.4227542877197,16.9101734161377,17.1953469472122,16.7673301696777,17.3113231658936,17.0245945199914,0,0,0,0,0,0,16.9407730102539,16.9945881779797,16.9853744506836,17.2336006164551,17.3703289031982,16.9430637359619,0,0,0,0,0,0,17.05885887146,17.0617084503174,16.2053691613554,0,0,0
"Cre01.g005150.t1.1",19.0900344848633,19.1614761352539,18.9079475402832,19.1115894317627,19.4633560180664,18.9268569946289,19.0442295074463,19.1813907623291,18.9265689849854,19.3438835144043,19.3225440979004,19.2157516479492,19.038667678833,18.8038539886475,18.8835144042969,19.2093391418457,19.0270195007324,19.0390949249268,19.1021347045898,19.141658782959,18.5763301849365,19.2877578735352,19.6340141296387,18.9097938537598,18.7267379760742,19.3621101379395,19.0297718048096,19.0972557067871,19.0190582275391,18.7239074707031,18.7837905883789,19.178279876709,19.1663150787354,19.60299412438,19.709020614624,18.9985179901123,18.9130706787109,19.3371467590332,19.2613697052002,19.3962357949634,19.4681587219238,19.3584880828857,19.2841682434082,19.1790351867676,18.644983291626,19.0191815131292,18.9366664886475,19.1298370361328,19.0555267333984,15.944884514671,18.8596019744873,18.9838447570801,18.7160892486572,18.4069023132324,18.9142971038818,19.1104679107666,16.9189423773204,19.0421981811523,18.7627964019775,19.2268447875977
"Cre01.g006950.t2.1;Cre01.g006950.t1.1",18.2892894744873,18.079683303833,18.1686916351318,18.0737342834473,18.1688385009766,18.1444492340088,18.2496604919434,18.2076244354248,18.0660266876221,17.9256114959717,18.2969245910645,18.2568168640137,18.3249626159668,18.9694709777832,18.4970874786377,18.8684616088867,18.8058071136475,18.9196891784668,18.627347946167,18.1102905273438,18.3361663818359,18.1184234619141,18.2923927307129,18.2665481567383,18.6055946350098,18.5455913543701,18.3939342498779,18.2046661376953,18.7414283752441,18.171236038208,19.0015182495117,18.8851833343506,18.8528518676758,19.3439922332764,18.8876552581787,19.1998825073242,19.6124324798584,18.8592071533203,19.5611724853516,19.483512878418,18.5872135162354,18.6130275726318,18.7568817138672,18.3827075958252,19.2578983306885,18.9896488189697,18.6432933807373,19.0309314727783,18.8168773651123,23.5402394530205,19.4539260864258,18.4159240722656,18.2283020019531,18.6893768310547,19.2628841400146,18.3612327575684,23.2171672711852,19.172456741333,19.1490107998148,19.1841297149658
"Cre01.g007051.t1.2;Cre09.g396400.t1.2;Cre11.g467567.t1.1",17.6875667572021,17.6694152944571,17.1289806365967,0,0,0,18.1838397979736,18.3733921051025,18.1999182229886,17.67555809021,17.9501457214355,18.1232318878174,17.8754367828369,18.5004367828369,17.8915341780795,18.7009334564209,18.1232833862305,17.9473514556885,18.0839977264404,17.244140625,16.9887065887451,16.7721080780029,17.5174541473389,16.9634570524486,0,0,0,17.8123386457948,18.0994396209717,17.6353778839111,0,0,0,17.4215221405029,17.7182655334473,17.5496000970114,17.7764205932617,17.7759704589844,17.7486014010938,17.2591801987105,17.3042087554932,17.3135375976563,17.5199593140447,17.4274272918701,17.7709484100342,17.9024810791016,17.775015925602,17.7671375274658,0,0,0,17.8297233581543,17.5217533111572,17.6964705855106,17.5420036315918,17.4254627227783,17.3136778353525,0,0,0
"Cre01.g007700.t1.1",0,0,0,18.3904972076416,18.0953254699707,18.338171005249,18.5781002044678,18.5813770524004,18.3307075500488,18.1311435699463,18.4740142822266,18.4262409210205,18.2140380035161,18.3509140014648,18.1654071807861,0,0,0,18.0668144226074,18.1635235142291,18.1555595397949,18.1541748046875,18.0963039398193,17.754861831665,0,0,0,17.8422393798828,17.8440734961764,17.9431209564209,17.0239925384521,17.5798320770264,17.1641741612821,17.9631328582764,18.1004022767533,18.7330741882324,17.9227123260498,18.8521213531494,17.0108337402344,0,0,0,17.507345199585,17.5726699829102,17.5464208859157,0,0,0,18.6606636047363,2.57806311508666,17.0798397064209,18.4150562286377,17.4817445884816,17.4218521118164,17.6146812438965,18.215181350708,13.4856030960162,0,0,0
"Cre01.g007774.t1.1",18.1351585388184,18.0704879760742,18.1284275054932,18.0898017883301,17.9090614318848,18.1188297271729,18.0424938201904,18.1811237335205,18.0175361633301,18.075719833374,18.1197414398193,18.0188961029053,17.7826404571533,18.3429946899414,18.1652603149414,18.5719680786133,17.9814777374268,18.0973320007324,18.481050491333,17.7755851745605,18.0427074432373,17.9205627441406,18.0909385681152,18.2219924926758,18.164966583252,18.2733955383301,18.1989250183105,18.2138061523438,18.512523651123,18.2181186676025,18.2852306365967,18.2184505462646,18.1977252960205,18.6962547302246,18.6052396668872,18.1517009735107,18.5461559295654,18.0004177093506,18.5736331939697,18.4744510650635,18.4657497406006,18.8669834136963,18.1869354248047,18.2094821929932,18.3584880828857,18.4464530944824,18.1633949279785,17.7488479614258,18.1578311920166,19.2181077460388,18.3999118804932,18.254373550415,18.0904216766357,18.3333740234375,18.6246738433838,18.230978012085,19.8495246107938,18.1345558166504,18.3544044494629,18.3446865081787
"Cre01.g009350.t1.2",0,0,0,18.3961524963379,17.4499225616455,18.5581665039063,18.0978984832764,17.7412300109863,18.3088359832764,19.5202007293701,19.4923610687256,19.6922073364258,20.9386196136475,20.2489891052246,20.4609394073486,20.240629196167,19.831579208374,21.4204940795898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
