"","X.11_TP10_1","X11_TP10_2","X11_TP10_3","X11_TP11_1","X11_TP11_2","X11_TP11_3","X11_TP12_1","X11_TP12_2","X11_TP12_3","X11_TP14_1","X11_TP14_2","X11_TP14_3","X11_TP15_1","X11_TP15_2","X11_TP15_3","X11_TP16_1","X11_TP16_2","X11_TP16_3","X11_TP5_1","X11_TP5_2","X11_TP5_3","X11_TP6_1","X11_TP6_2","X11_TP6_3","X11_TP7_1","X11_TP7_2","X11_TP7_3","X11_TP9_1","X11_TP9_2","X11_TP9_3","X12_TP10_1","X12_TP10_2","X12_TP10_3","X12_TP11_1","X12_TP11_2","X12_TP11_3","X12_TP12_1","X12_TP12_2","X12_TP12_3","X12_TP14_1","X12_TP14_2","X12_TP14_3","X12_TP15_1","X12_TP15_2","X12_TP15_3","X12_TP16_1","X12_TP16_2","X12_TP16_3","X12_TP5_1","X12_TP5_2","X12_TP5_3","X12_TP6_1","X12_TP6_2","X12_TP6_3","X12_TP7_1","X12_TP7_2","X12_TP7_3","X12_TP9_1","X12_TP9_2","X12_TP9_3"
"Cre02.g077300.t1.2",21.4790191650391,21.5878353118896,21.535306930542,21.746488571167,21.67555809021,21.7054386138916,21.5841693878174,21.581506729126,21.6577453613281,21.5624408721924,21.5835723876953,21.7153606414795,21.7783622741699,21.8916721343994,21.9158668518066,21.5081882476807,21.5084285736084,21.8663120269775,21.6362628936768,21.6786117553711,21.5400943756104,21.4227027893066,21.2002429962158,21.768138885498,21.6320533752441,21.426290512085,21.7543392181396,21.4943351745605,21.4064979553223,21.7742652893066,22.045202255249,21.8631000518799,21.5672302246094,21.8071918487549,21.7227153778076,22.0941333770752,22.2581920623779,21.8018341064453,21.8573398590088,21.7633247375488,22.0048065185547,21.7287883758545,21.8351860046387,21.982105255127,21.9695472717285,22.0128746032715,21.6218070983887,21.8026237487793,22.0079917907715,16.8960996311684,21.6198387145996,21.9799785614014,21.9603137969971,22.0202865600586,21.7799663543701,21.6705532073975,21.3047142049253,21.8767642974854,21.5569801330566,21.7979621887207
"Cre02.g077350.t1.2",0,0,0,17.3249727164384,17.3269386291504,17.4176540374756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3967380523682,17.4084611276344,17.4884834289551,17.8065624237061,17.7921413529459,17.7405052185059,0,0,0,0,0,0,0,0,0,17.5796968518419,17.5482654571533,17.9934139251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cre02.g077401.t1.1",0,0,0,0,0,0,16.7171936035156,16.7417592085338,16.9671363830566,0,0,0,17.0033855438232,17.2263736724854,17.0204630892839,17.616979598999,17.4078159332275,17.4154031106334,0,0,0,0,0,0,0,0,0,16.9436359405518,16.901003708548,16.5841693878174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cre02.g077550.t2.1;Cre02.g077550.t1.2",0,0,0,0,0,0,17.7347621917725,17.7342338562012,17.7280482648173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cre02.g077750.t1.2",0,0,0,0,0,0,0,0,0,17.305456161499,17.2518329620361,16.9660091400146,0,0,0,17.8819026947021,17.8800506591797,17.0477199554443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1233124761203,17.1134986877441,17.0314426422119
"Cre02.g078507.t1.2",17.4996585845947,17.0774421691895,17.3402156829834,17.3587036132813,17.1890194414125,17.0692825317383,17.1816577911377,17.3337669372559,17.3963203430176,17.2123832702637,17.206512200557,17.1597537994385,17.2630672454834,17.3414325714111,17.2811090322483,0,0,0,17.4127025604248,17.2602214813232,17.0858669281006,17.3123874664307,17.301438474647,17.1301879882813,0,0,0,17.3085708618164,17.270751953125,17.3148670196533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2086734771729,14.1292901528721,17.0029468536377,0,0,0,0,0,0,16.5138511657715,17.1724071502686,16.9003009796143
"Cre02.g079500.t1.1",0,0,0,0,0,0,0,0,0,17.5460052490234,17.5931720733643,17.7036056518555,17.3963203430176,17.8262500762939,17.9418048858643,17.558988571167,17.5272636413574,17.810396194458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cre02.g079550.t1.2",0,0,0,0,0,0,17.2650833129883,17.4417610168457,16.6952018737793,17.4202645979659,17.579610824585,17.3853225708008,17.0819206237793,17.1618213653564,16.9360618591309,17.3379535675049,17.785005569458,17.608268737793,0,0,0,16.6978066604878,16.751335144043,16.5407180786133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cre02.g079600.t1.2",0,0,0,17.330005645752,17.5918234273257,17.6718311309814,0,0,0,0,0,0,16.9887065887451,17.0299768808309,17.0809841156006,0,0,0,0,0,0,17.3545761108398,17.3701892177702,17.4396514892578,0,0,0,0,0,0,17.699613571167,17.4938869476318,17.5692615509033,17.4394200646799,17.410551071167,17.5608558654785,0,0,0,17.7265377044678,17.7312419006542,17.3902034759521,17.5441188812256,17.6332511901855,17.6048675882783,0,0,0,0,0,0,17.5469856262207,17.4941997528076,17.5282108463757,17.3818645477295,17.2580146789551,17.2011303002025,17.2988510131836,17.6888656616211,17.7127098036103
"Cre02.g080200.t1.2",23.5697574615479,23.4922828674316,23.4775371551514,23.4358081817627,23.4006729125977,23.4823455810547,23.2813587188721,23.3061904907227,23.3923110961914,23.0876731872559,23.1878395080566,23.3327903747559,23.3655967712402,23.4878749847412,23.3440799713135,22.9559059143066,23.1175785064697,23.2622699737549,23.4718437194824,23.4699821472168,23.6327857971191,23.5680198669434,23.3779563903809,23.6583995819092,23.3904762268066,23.3413677215576,23.5019092559814,23.5871486663818,23.4553813934326,23.7370681762695,23.7281665802002,23.7298259735107,23.5691795349121,23.6958293914795,23.5286235809326,23.8296794891357,23.6129055023193,23.6738986968994,23.5514507293701,23.5555515289307,23.5924053192139,23.6675243377686,23.6028614044189,23.5072441101074,23.4823455810547,23.507848739624,23.4655055999756,23.4253444671631,23.7462215423584,21.3351126996554,23.658182144165,23.8655185699463,23.5084533691406,23.895320892334,23.6519565582275,23.537654876709,23.1113140985107,23.9276866912842,23.505428314209,23.8379783630371
"Cre02.g080350.t1.1",0,0,0,16.0085601806641,16.1871776580811,16.1502148411437,15.8508462905884,16.1345062255859,15.9014329910278,16.117359161377,16.1322994232178,15.8945569992065,0,0,0,16.6138191223145,16.1487350463867,16.1639765012959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cre02.g080650.t1.2",17.8358402252197,17.8238887786865,17.7710762023926,18.3068809509277,17.6747989654541,17.4250526428223,17.5363998413086,17.3099021911621,17.6110820770264,17.6578063964844,17.5496196746826,17.4821147918701,17.7932224273682,17.5567455291748,18.3663654327393,18.4193840026855,18.2764873504639,18.2099571228027,17.4054908752441,17.5913467407227,17.8088264465332,17.8590104908109,17.9411735534668,17.6217803955078,18.1512050628662,17.5714111328125,17.4731025695801,17.9116954803467,17.6846256256104,17.9079713426888,17.3967380523682,17.8744773864746,17.5752582550049,17.1588668823242,17.453784942627,17.5264987945557,17.2533111572266,17.4416790008545,17.2215024615385,17.5280265808105,17.461238861084,17.5847568511963,0,0,0,17.7309875488281,17.4616020812141,17.3818645477295,17.8841705322266,14.0208586088771,17.599723815918,17.3287792205811,17.7098169732359,17.7053623199463,0,0,0,17.3017101287842,17.8068798405884,18.1465892791748
"Cre02.g080700.t1.2;Cre02.g080600.t1.2",20.1479301452637,20.2140674591064,20.207649230957,20.366024017334,20.1072521209717,20.0174007415771,20.2692222595215,20.0553665161133,19.937614440918,19.9989318847656,20.0041542053223,20.1324501037598,20.4720916748047,20.4951171875,20.5867366790771,20.4610404968262,20.6520214080811,20.8695163726807,20.0560283660889,20.1983242034912,19.9853744506836,20.0699901580811,20.2394638061523,20.0271549224854,20.4272632598877,20.226469039917,20.3017330169678,20.4977512359619,20.4136943817139,20.2412109375,20.4051990509033,20.1884593963623,20.199764251709,20.4499015808105,20.4478855133057,20.2900772094727,20.1727981567383,19.689359664917,20.521427154541,20.2564945220947,20.42018699646,20.0984134674072,19.2869911193848,20.1445732116699,19.4369926452637,20.1240158081055,19.8750476837158,19.7036914825439,19.8317794799805,23.556527932107,20.3696479797363,19.8108825683594,20.3224563598633,20.3507843017578,20.4561328887939,20.041130065918,21.7068201888748,19.4924392700195,20.1992835998535,20.5629062652588
"Cre02.g081050.t1.2",19.7114086151123,19.1940498352051,19.5577735900879,19.599178314209,19.43772315979,19.8659114837646,19.968599319458,19.6346683502197,20.0015449523926,18.8150959014893,19.0411033630371,18.2501697540283,18.1012363433838,17.8849449157715,17.9282169342041,17.7735900878906,18.9647693634033,17.3513870239258,19.7961730957031,19.8331394195557,20.0180797576904,20.0203876495361,19.6812496185303,19.7425632476807,19.6291637420654,19.5338535308838,19.5969619750977,19.5132961273193,19.5110378265381,19.3052558898926,19.4572772979736,19.8991794586182,19.3690090179443,18.972110748291,19.2350044250488,19.7081451416016,18.3359489440918,20.271390914917,18.4706420898438,19.5655117034912,19.1060771942139,18.8378124237061,19.5768280029297,19.6531772613525,19.8465156555176,19.8784637451172,19.9477787017822,20.0780925750732,19.3409328460693,19.7373780449519,19.5206985473633,19.6858062744141,19.6745586395264,19.57883644104,18.7030982971191,19.2096252441406,15.0313051213875,19.7435169219971,19.461519241333,19.4958000183105
"Cre02.g081250.t1.2",20.8803939819336,21.134204864502,20.9829406738281,21.0470008850098,21.5155200958252,21.3225116729736,21.3595504760742,21.5998229980469,21.3907375335693,21.2822360992432,21.6261367797852,21.4039516448975,21.4122467041016,21.9829063415527,21.5568866729736,21.889965057373,21.6686058044434,21.826057434082,21.2859077453613,20.768705368042,21.1076354980469,20.8937835693359,21.2775897979736,21.3035182952881,21.2793483734131,21.3454875946045,21.2359046936035,21.1504745483398,21.6779251098633,20.9455661773682,21.1569061279297,21.0881595611572,21.0295162200928,21.3200340270996,21.4734306335449,21.3651695251465,21.7299098968506,21.4872875213623,21.6107215881348,21.3755989074707,21.2460918426514,21.2318687438965,20.7726554870605,21.4640350341797,21.0680885314941,21.5757484436035,21.4912071228027,21.4305858612061,21.0611820220947,23.1471155034272,21.4331855773926,21.0983486175537,20.6578769683838,20.6399765014648,21.2693367004395,21.2235851287842,20.4731624380007,21.6848735809326,21.4702548980713,21.2381229400635
"Cre02.g082250.t1.1;Cre02.g082200.t1.1;Cre02.g082150.t1.1",17.6821575164795,17.5774726867676,17.4340419769287,17.5071907043457,17.112174987793,17.5062618255615,17.0442963978252,17.0431346893311,17.0659217834473,0,0,0,17.6015396118164,17.6336059570313,17.6201624520326,17.2476662992917,17.2101001739502,17.0469741821289,17.4014129638672,17.41526222229,17.5995788574219,17.7412948608398,17.6331806182861,17.7853889465332,17.1000061035156,17.4682579040527,17.7906150817871,17.4494380950928,17.6707248687744,17.4604396820068,0,0,0,16.9752216339111,17.0987272036976,17.6670570373535,17.7163238525391,17.4079818725586,17.6964395894117,17.6225662231445,17.6427920966023,17.4014129638672,0,0,0,17.823205947876,17.6134617193656,17.563985824585,17.9364070892334,11.6890694743999,17.3983268737793,0,0,0,0,0,0,0,0,0
"Cre02.g082500.t1.1",22.611442565918,22.8687438964844,22.8155403137207,22.7917766571045,22.0290107727051,22.4979457855225,22.1667137145996,22.1361789703369,22.1724624633789,22.2997779846191,21.8927478790283,22.2691078186035,22.6415424346924,22.6978874206543,22.3929405212402,22.3385944366455,22.3160057067871,22.5171566009521,22.2476844787598,22.9518566131592,22.8223857879639,22.6412563323975,22.3007564544678,22.9017219543457,22.359094619751,22.2569541931152,22.9378662109375,22.6450672149658,22.66748046875,22.9323616027832,21.9703216552734,22.2351741790771,21.4072246551514,20.7580871582031,21.3327083587646,21.9657135009766,21.3092479705811,22.1586627960205,21.4555320739746,20.8314399719238,21.5972805023193,21.081672668457,21.3009510040283,21.6417846679688,21.4127635955811,21.7505416870117,21.8430690765381,20.9806423187256,22.2502326965332,10.3586073047374,21.1414585113525,22.360782623291,21.6768493652344,22.0014762878418,22.2581062316895,22.280366897583,21.0437069024218,22.7582092285156,21.394510269165,22.0547389984131
"Cre02.g082877.t1.1;Cre02.g082825.t1.1",0,0,0,0,0,0,0,0,0,16.1331161322857,16.8715915679932,15.994044303894,0,0,0,0,0,0,0,0,0,16.4795742034912,16.5539283752441,16.4990196228027,0,0,0,0,0,0,16.6475143432617,16.3049221038818,16.4807003734235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cre02.g083800.t2.1;Cre02.g083800.t1.2",17.8684005737305,17.8844089508057,17.8528823852539,18.1562023162842,18.3358612060547,17.9620609283447,18.0425472259521,18.1033382415771,18.0019588470459,17.9094123840332,18.1789379119873,17.9758930206299,17.9063625335693,17.5095119476318,17.8313312530518,17.9611549377441,18.1094226837158,17.5884227752686,17.5007476806641,17.9225959777832,17.7157211303711,17.7079925537109,17.6807861328125,17.883394241333,17.551197052002,17.5951404571533,17.5248928070068,17.6519336700439,17.4668254852295,17.8084487915039,18.1780128479004,17.4976329803467,17.8908222596218,17.9961204528809,17.7888965606689,17.6596202850342,17.6635856628418,17.771785736084,17.6966285705566,17.9309921264648,17.8258781433105,17.9250335693359,18.053035736084,17.2883434295654,17.4837684631348,17.445484161377,17.5136814117432,17.6554336547852,17.7355556488037,17.4392137297019,17.8300933837891,17.3495750427246,18.3478031158447,17.336820602417,17.9312801361084,17.5472106933594,19.1378729983722,17.6646270751953,18.0743083953857,17.7642230987549
"Cre02.g083950.t1.1",19.4115238189697,19.2297801971436,19.4504261016846,18.7901706695557,18.3358173370361,18.9644317626953,19.0344276428223,18.3962364196777,18.678035736084,18.8166904449463,17.888635635376,18.2847328186035,18.4264030456543,18.5734100341797,18.1864051818848,18.0387477874756,17.9217834472656,17.7288646697998,19.5334167480469,19.474292755127,19.3868179321289,19.6106853485107,19.2017498016357,19.4671039581299,19.322940826416,18.8366107940674,19.231351852417,19.3245239257813,19.1617221832275,19.500825881958,18.9256706237793,19.2997226715088,18.8893795013428,18.259256362915,18.6151847839355,18.8853321075439,18.4029121398926,18.9047756195068,18.3613200866198,18.9530487060547,18.7916660308838,18.7479629516602,19.0197639465332,18.7414283752441,18.3309688568115,18.6368999481201,19.0162582397461,18.6929569244385,19.2852535247803,9.55561292256746,18.3857440948486,19.3300285339355,19.1210823059082,18.8449687957764,18.8420257568359,19.0704612731934,16.6748597139435,19.1541004180908,18.6573972628389,18.4155101776123
"Cre02.g084000.t1.2",19.8122615814209,19.3890266418457,19.8056812286377,19.7622127532959,19.3352718353271,19.5836009979248,19.2455348968506,19.2124290466309,19.3759384155273,18.804515838623,18.7759380340576,18.6871566772461,18.9039717370275,19.16090965271,18.773717880249,18.7251071929932,18.4056987762451,18.5354499816895,20.1718215942383,20.0019588470459,20.0978984832764,19.8709754943848,19.7302742004395,19.922872543335,19.1101627349854,19.75022315979,19.8482284545898,19.5635204315186,19.8343448638916,20.0253982543945,19.3525524139404,19.3790950775146,19.4001407623291,19.1393356323242,19.2545534297647,19.7810707092285,19.3327407836914,19.7319812774658,19.3528327941895,18.8385829925537,18.8281116485596,19.578929901123,19.2534503936768,19.4626388549805,19.1165733337402,19.5710411071777,18.9487495422363,19.1484260559082,20.0685482025146,5.7756776984166,18.6884212493896,19.8543910980225,18.8844680786133,19.7859153747559,19.3115005493164,19.6227626800537,16.6711018892231,19.9909229278564,19.1793022155762,19.5418529510498
"Cre02.g085450.t1.2",19.1973896026611,18.8367347717285,19.0077438354492,19.1820449829102,18.4069442749023,18.9519672393799,18.5056419372559,18.1885795593262,18.7076549530029,18.6445598602295,18.1270160675049,18.575590133667,18.7440910339355,18.3490562438965,18.6271705627441,18.2803001403809,18.2096252441406,18.4366474151611,19.0602569580078,19.4089965820313,19.3683490753174,19.2377834320068,19.0604953765869,19.2389030456543,18.8313941955566,19.0117626190186,18.9865703582764,19.2133560180664,19.21755027771,19.315860748291,19.5363235473633,19.6597061157227,19.6595668792725,19.6186122894287,19.5109615325928,19.1164970397949,19.7243576049805,18.925235748291,19.5269966125488,19.6441211700439,18.9463806152344,19.4854602813721,19.436767578125,19.2191352844238,19.3463535308838,19.5377635955811,19.2703628540039,18.9832324981689,19.4208850860596,17.866506588574,19.3933696746826,19.2549953460693,19.4370937347412,19.9036140441895,19.6741790771484,19.6499366760254,18.8394613140903,19.2908878326416,19.4533634185791,19.8228015899658
"Cre02.g085900.t1.2",0,0,0,17.1806869506836,16.939395904541,16.8848857879639,16.8701286383355,16.8330631256104,16.9577598571777,16.8988838195801,16.5700778961182,16.6503755523984,16.9183546167154,16.8235168457031,17.02734375,0,0,0,16.9189338684082,17.06884582632,17.0690727233887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9496898651123,16.8694248199463,16.8876247406006,0,0,0,17.2813873291016,17.1974849700928,17.1846097696874,17.228536605835,17.3187503180244,17.4181499481201,0,0,0,0,0,0,17.2228889465332,17.3090152740479,15.908724812166,16.8431606292725,17.1745418843927,17.4113788604736
"Cre02.g087150.t1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.636510848999,16.9782409667969,16.7890805781024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cre02.g087450.t1.2;Cre09.g394917.t1.1",21.0328159332275,21.063289642334,21.0336659355929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9497051239014,21.1404609680176,21.0091533660889,0,0,0,20.9132022857666,20.9437042063242,21.0654602050781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cre02.g087700.t1.2",18.5276832580566,18.3411273956299,18.5818920135498,18.6513042449951,18.6822948455811,18.4940032958984,18.4356288909912,18.6589221954346,18.538257598877,18.5053691864014,18.5124855041504,18.5062217712402,18.4887580871582,18.5605564117432,18.5982341766357,18.6352710723877,18.680305480957,18.6038227081299,18.4424896240234,18.6797885894775,18.4270172119141,18.3489265441895,18.5102844238281,18.5048656463623,18.4232883453369,18.4671840667725,18.3173866271973,18.5601844787598,18.3015327453613,18.401912689209,19.236967086792,19.1758340364251,19.0989513397217,19.0788497924805,19.0659732818604,18.3626461029053,19.0689144134521,18.8140316009521,18.554048538208,18.8801184894094,18.9909229278564,18.6542453765869,19.0277233123779,18.892406463623,19.0272102355957,19.1901721954346,19.0631580352783,18.8237972259521,0,0,0,18.5138740539551,19.2007217407227,18.8094539642334,19.0964069366455,18.629056930542,20.6984012506238,18.6569690704346,19.2815456390381,19.1069717407227
"Cre02.g088000.t1.2",0,0,0,15.8161840438843,15.7934383827307,15.7453594207764,0,0,0,0,0,0,16.5497245788574,16.8884582519531,16.5657681931221,0,0,0,0,0,0,15.6753778457642,15.6787122408072,15.6437997817993,0,0,0,15.8109072503308,15.9341974258423,15.7324590682983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cre02.g088200.t1.2",20.3927822113037,20.5559978485107,20.2088394165039,20.5201816558838,20.4746685028076,20.3502445220947,20.6405944824219,20.56178855896,20.5282173156738,20.5347862243652,20.6034965515137,20.4153461456299,20.4246006011963,20.6142311096191,20.3226757049561,20.9800148010254,20.9972095489502,20.8336811065674,20.5416069030762,20.186767578125,20.2356128692627,20.275146484375,20.5099754333496,20.1522693634033,20.4963855743408,20.3816318511963,20.3156185150146,20.3908958435059,20.4554309844971,20.4029121398926,20.1658248901367,19.9684581756592,20.1360855102539,19.9409160614014,20.0114078521729,19.9443511962891,20.0698585510254,19.7331085205078,20.1417083740234,20.0589370727539,20.1943626403809,20.2151355743408,19.7186508178711,20.1870098114014,20.0274257659912,19.8032703399658,19.4958972930908,20.0843353271484,19.8080081939697,21.837512567211,20.1650886535645,19.850061416626,20.1790103912354,20.052318572998,20.0805683135986,20.3019561767578,17.8908645428002,20.1712112426758,20.0904216766357,20.003604888916
"Cre02.g088600.t1.2",17.2260913848877,17.4916191101074,16.9263648986816,17.451774597168,16.2018947601318,17.5476627349854,17.4496002197266,17.2106704711914,17.1796169281006,17.2342567443848,17.4432182312012,17.6471633911133,17.6864051818848,17.125150680542,17.353630065918,17.5879821777344,17.931568145752,17.8380584716797,17.0399265289307,17.472469329834,16.8664093017578,17.1451950073242,16.949462890625,17.0653539537641,17.0727405548096,16.8814239501953,16.9912567138672,16.844633102417,16.9599113464355,17.288703918457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cre02.g088850.t1.2",18.0108890533447,17.910758972168,17.8220233917236,18.0876293182373,17.7904891967773,17.7778751921222,18.0968189239502,18.376277923584,17.8948059082031,18.1881923675537,18.3581447601318,18.5248165130615,17.7817440032959,18.467264175415,18.0746746063232,18.4230422973633,17.4083137512207,17.7991180419922,18.0353145599365,18.0245876312256,18.4511699676514,17.7885780334473,17.860481262207,18.1242427825928,18.3771266937256,18.1582260131836,18.1974849700928,18.0787612790366,18.3584880828857,17.9061279296875,0,0,0,16.8598747253418,17.0649738311768,16.9412602200716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7393188476563,17.9912837346936,17.9810314178467,0,0,0,17.7116947174072,17.0238838195801,17.0676282760654
"Cre02.g088900.t1.2;Cre06.g278090.t1.1",21.7171192169189,21.7619457244873,21.8525485992432,21.7189598083496,21.7396659851074,21.6969757080078,21.4452610015869,21.6074752807617,21.6510143280029,21.4429359436035,21.400203704834,21.1761512756348,21.1295604705811,21.1956844329834,21.1262855529785,20.7708034515381,20.7834072113037,20.6403293609619,21.915210723877,21.6613178253174,21.938440322876,21.9258594512939,21.734712600708,21.9324340820313,21.8296604156494,21.7301998138428,21.9436016082764,21.9304504394531,21.7183322906494,21.9911308288574,22.0029201507568,21.9478874206543,21.9089946746826,22.2237911224365,22.1723098754883,22.2259979248047,22.0306282043457,22.0957431793213,22.0958404541016,22.2152824401855,22.2250862121582,21.8854293823242,22.1973361968994,22.1808929443359,21.9488143920898,22.1452579498291,22.1423931121826,22.176607131958,21.918306350708,19.5356708388671,21.8203029632568,22.0230655670166,22.0564918518066,22.0022678375244,22.0534133911133,22.2593994140625,19.8505056574656,21.9710235595703,21.8244647979736,22.0262775421143
"Cre02.g090850.t1.1",18.9557456970215,18.7638988494873,18.8791217803955,18.9780464172363,18.9850692749023,18.973819732666,18.8643245697021,18.8139057159424,18.8291339874268,18.424108505249,18.1133460998535,18.3410835266113,18.3935585021973,18.3558673858643,18.0501670837402,17.786792755127,18.0525569915771,17.810396194458,18.4181499481201,18.2761707305908,18.3626461029053,18.2949523925781,17.8698463439941,18.363245010376,19.0851917266846,19.1138534545898,18.8858699798584,19.0182704925537,19.1838397979736,18.864688873291,18.6041107177734,18.6487083435059,18.7017803192139,19.2950649261475,19.0624198913574,18.8236408233643,19.0944995880127,18.6688919067383,19.1019039154053,18.9257564544678,19.1142101287842,18.9493770599365,18.9466381072998,18.7766456604004,18.674144744873,18.616189956665,19.0088653564453,18.9079475402832,18.6672649383545,21.0394423301265,19.0527439117432,18.7179298400879,18.7622127532959,18.8339595794678,18.8965816497803,18.547248840332,19.866958180368,18.55491065979,18.8130931854248,18.7100467681885
"Cre02.g091050.t1.2",18.500358581543,18.1281261444092,18.3761501312256,18.4909915924072,18.1683979034424,18.1056423187256,17.9261913299561,17.7020511627197,17.977123260498,0,0,0,17.7736549377441,17.641529083252,17.804988861084,17.8571434020996,18.1392116546631,18.1319849629411,18.9365520477295,19.0900096893311,18.9045696258545,18.7548942565918,18.2453479766846,18.6335697174072,18.3498344421387,18.4643535614014,18.6617774963379,18.7247066497803,17.9072418212891,18.493221282959,18.8858985900879,18.6443500518799,18.9844017028809,18.8450927734375,18.8000335693359,18.3451194763184,18.7739753723145,18.5606689453125,18.8795413970947,18.9787445068359,19.1145401000977,18.4125366210938,19.3679218292236,18.7892150878906,18.93896484375,18.3928871154785,18.6403999328613,18.9324913024902,18.9461517333984,16.8403023197485,18.8565044403076,18.8097057342529,18.5619373321533,19.1452198028564,19.2199630737305,18.9474945068359,19.7566897248707,18.5269203186035,18.8410415649414,19.3577365875244
"Cre02.g091100.t1.2",19.5092601776123,19.2663421630859,19.3236217498779,19.5295715332031,19.4998531341553,19.7141952514648,19.6814365386963,19.8741016387939,19.5632781982422,18.61496925354,19.608865737915,19.5845737457275,19.1523933410645,18.5001659393311,19.1759221932644,19.3199462890625,19.4979457855225,19.5621604919434,19.7819194793701,19.2081966400146,19.4753017425537,19.6586952209473,20.0899047851563,19.4698276519775,19.6399230957031,19.6171054840088,18.8063735961914,19.2381801605225,19.9306297302246,19.2477207981315,0,0,0,20.1118431091309,20.0915224401804,19.9725303649902,19.8682193756104,19.572208404541,19.9821739196777,19.8048948475634,20.0701217651367,18.8772068023682,20.1595554351807,20.0491313934326,19.8433742523193,17.7313194274902,20.1118431091309,20.1546975455308,18.8243560791016,20.0655164667612,19.0904483795166,19.6672286987305,20.2197494506836,19.7529029846191,20.1039276123047,20.1455688476563,18.8900153528196,19.6432933807373,19.4445743560791,20.0090847015381
"Cre02.g091150.t1.1",0,0,0,0,0,0,15.980094909668,16.1530570983887,15.9949956863678,16.3177428039202,16.1417083740234,16.3437576293945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8187074661255,15.9494619369507,15.8818428572286,0,0,0,0,0,0
"Cre02.g091700.t1.2",16.557014465332,16.8395977020264,16.9293746948242,16.3922672271729,16.6044960021973,16.6808547973633,17.4062385559082,17.19287109375,16.6893424987793,17.4387588500977,17.5754070281982,17.0757713317871,17.1366100311279,17.3500061035156,17.6510944366455,0,0,0,0,0,0,0,0,0,16.8698156466562,16.8858394622803,16.7868576049805,16.7003593444824,17.0449485778809,16.4069690704346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5680294036865,16.7249393463135,16.6431166930603,0,0,0,0,0,0
"Cre02.g092250.t1.2",0,0,0,0,0,0,16.6261367797852,16.6268770682082,16.3568134307861,0,0,0,16.6971827879844,16.8933258056641,16.6035251617432,16.6417407989502,16.5593289755409,16.5024738311768,0,0,0,16.4642930095844,16.4773941040039,16.4196472167969,0,0,0,0,0,0,0,0,0,15.8740431034986,15.7703800201416,16.39866065979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
